name,耗时,做法,口味,工艺,类型,label,id,难度,图片
肥肠螺蛳粉,半小时,1:免除广告嫌疑，我处理一下产品名称。2:粉冷水下锅。3:煮开锅。4:还冷水再煮，反复3次。5:料包。6:菜包。7:辣油。8:蒜苗洗净。9:切末。10:粉煮熟，放汤料。11:放肥肠。12:放酸包。13:煮3分钟即可。14:倒大碗里，放上各种菜料包，撒蒜苗末即可。15:成品。,酸辣,煮,小吃,recipe,44,简单,https://i8.meishichina.com/attachment/recipe/2021/12/14/2021121416394443760287151806550.jpg?x-oss-process=style/p800
胡萝卜香菇炒白菜,十分钟,1:胡萝卜、香菇切片，大白菜斜切丝，香葱切小段。2:锅中放油，先放入葱白和胡萝卜翻炒片刻。3:放入白菜和香菇翻炒，加少许水烧软。4:放入葱段，加盐、蚝油调味炒匀。5:家常快手小炒。,咸鲜,炒,热菜,recipe,45,普通,https://i8.meishichina.com/attachment/recipe/2021/12/14/2021121416394433706806108451954.jpg?x-oss-process=style/p800
好吃到舔盘子的辣白菜香肠炒饭,十分钟,1:剩米饭搅散。2:香肠切丁，老妈灌的香肠，香的很。3:洋葱切丁。4:辣白菜用厨房剪剪碎，带点腌白菜的汤汁。5:加一勺韩式辣酱增加辣味，搅匀。6:热锅凉油，小火炒香洋葱。7:下香肠，炒出香味。8:下辣白菜，炒出酸辣味。9:倒入米饭，把团成一团的米饭用铲子压散，翻炒均匀。10:最后淋一勺香油，撒一把熟芝麻，炒匀出锅。11:色泽红润诱人，一看就有食欲。12:腊肠的香味和辣白菜的酸辣渗进米粒，咸中有那么一点丝丝的甜，甜中透着酸辣，每一口能吃出各种味道融合。13:美味妙不可言，妥妥吃撑。14:晶莹剔透，油润鲜香。15:做自己想吃的饭尝自己的成就感幸福指数飙升↗️↗️我的快乐就是如此简单。,酸辣,炒,主食,recipe,46,普通,https://i8.meishichina.com/attachment/recipe/2021/12/14/20211214163944117793834112842754.jpg?x-oss-process=style/p800
早餐饼一一鸡蛋泡泡,半小时,1:碗里打入3个鸡蛋。2:加面粉180克搅拌成絮状。3:再加适量水，搅成糊糊，放3克酵母，搅匀，盖上保鲜膜，发酵2倍大小。4:放切碎的火腿肠丁和香葱，适量盐，搅拌匀，待用。5:锅里放适量油，烧6成热，转小火。汤匙在油里浸一浸。6:面糊舀入勺子里，片刻，勺子轻轻晃动，圆形面糊自行脱落。7:其它的泡泡记得翻面，煎至两面金黄，即可夹出。8:滤油，放入碗里，开吃。,其他,炸,面食,recipe,47,简单,https://i8.meishichina.com/attachment/recipe/2021/08/04/202108041628067374955332230225.jpg?x-oss-process=style/p800
炒绿豆浑浆凉粉,十分钟,1:做好的绿豆浑浆凉粉备用。2:刀蘸水切块。3:蒜切片，干辣椒切段。4:摘好的香菜，洗净，切碎。5:锅烧热放适量油，倒入蒜和辣椒爆香，再倒入浑浆凉粉加少许盐和生抽调味，翻炒几下即可。6:出锅装盘。7:撒上少许即食。,香辣,炒,小吃,recipe,48,简单,https://i8.meishichina.com/attachment/recipe/2021/12/13/20211213163934559764936212270318.jpg?x-oss-process=style/p800
铁锅梅豆焖面,一小时,1:面条、梅豆、肉备好。2:梅豆撕去筋膜，掰成寸段，淘洗干净。3:肉切丝，洋葱切块，葱姜蒜、小米椒改刀备用。4:炒锅放油烧热，放花椒炸香。5:放入肉丝炒干水份。6:放葱姜蒜、小米椒炒出香辣味。7:放洋葱、五香粉炒出葱香味。8:放酱油炒至变色。9:放入梅豆翻炒均匀，加入开水与菜持平。10:放盐、鸡精调味。11:水量不要超过菜。12:开小火，放入面条，加盖焖煮。13:大约5～6分钟后，打开锅盖，将面条翻身抖散，使面条均匀的沾上汤汁。14:再加盖，小火焖至汤汁收干。关上焖5分钟左右，开盖抖散搅匀。15:成品。,咸鲜,焖,面条,recipe,49,普通,https://i8.meishichina.com/attachment/recipe/2021/12/14/202112141639423324272461126119.JPG?x-oss-process=style/p800
西红柿鸡蛋汤,十分钟,1:锅中加水烧开，一个西红柿切碎放入，烧至酸味淅出。2:放适量盐。3:淋上水淀粉，使汤汁略显浓稠。4:淋上一个鸡蛋液。5:待蛋花飘起，放入葱花即可。6:成品。,咸鲜,煮,汤类,recipe,50,简单,https://i8.meishichina.com/attachment/recipe/2021/12/14/202112141639422740373596126119.JPG?x-oss-process=style/p800
猪油,半小时,1:肥猪肉切块放料酒焯水。2:抄过水的猪油加适量清水大火把水分熬干。3:熬干水分加入葱姜小火继续熬。4:小火慢慢在出油，非常清澈。5:把肥肉熬黄捞出。6:肥肉块。7:容器放几个黄豆，倒入猪油。8:放凉冷却好的猪油。9:雪白雪白。10:猪油特别香。,咸鲜,烧,家常菜,recipe,51,简单,https://i8.meishichina.com/attachment/recipe/2021/12/11/20211211163922585641727110882460.JPG?x-oss-process=style/p800
酒酿枸杞红枣山药圆子汤,廿分钟,1:把山药清洗干净后去皮  ，切成段放入碗中 ， 放入高压锅煮熟。2: 把煮熟的山药取出，趁热用叉子压成泥。3:把山药泥与糯米粉混合，加入适量的清水揉成团。4:再把山药糯米粉团搓成小小的圆子备用。5:烧开一锅水  ，水开后放入圆子。6:再放入红枣片，放入适量的红糖调味 （不要太甜  ，主要增色）。7: 放入一小块冰糖调味。8:等圆子个个都浮起来 ，放入酒酿与枸杞。9:出锅装碗开吃。10:早餐搭配。11:再来  ，加了银耳与鸡蛋。,甜味,煮,甜品,recipe,52,简单,https://i8.meishichina.com/attachment/recipe/2021/12/11/20211211163922132179481525906.jpg?x-oss-process=style/p800
奥利奥海盐毛巾卷,半小时,1:材料备齐，黄油融化成液体。2:鸡蛋加细砂糖打散拌匀即可。3:加入牛奶拌匀。4:加入过筛的蛋糕粉和可可粉拌匀。5:加入融化的黄油拌匀。6:面糊过筛后冷藏15分钟。7:这个时候把饼干压成小碎块，我用的是没有夹心的奥奥饼干，不用去夹心，比较省事。8:学厨平底锅稍微加热，倒入一勺蛋糕糊，转动锅子，摊成薄饼。9:做好的薄饼包好油纸，再冷藏15分钟，这个时候把淡奶油打发好。10:饼皮铺在油纸上，一张压在另一张。每份是5张皮。11:涂上一半量的淡奶油，边缘不用涂抹，表面撒饼干碎。12:将边缘折进来。13:然后卷起来。14:用油纸卷紧，再冷藏30分钟定型。15:定型好的毛巾卷表面撒适量可可粉装饰即可。16:下午茶来了！。,原味,烘焙,烘焙,recipe,53,简单,https://i8.meishichina.com/attachment/recipe/2021/12/11/2021121116392198541646032180856.jpeg?x-oss-process=style/p800
蒜蓉炒茼蒿,十分钟,1:茼蒿洗净沥干水份备用。2:切成小段备用。3:热锅入油，放入蒜蓉小火煸炒。4:放入茼蒿茎大火翻炒一分钟，加入适量盐炒匀。5:放入叶子翻炒至熟，调入少许鸡精调味。6:出锅装盘。7:成品图。8:成品图。,蒜香,炒,热菜,recipe,54,普通,https://i8.meishichina.com/attachment/recipe/2021/12/11/20211211163921598219823610885274.JPG?x-oss-process=style/p800
番茄裙带豆腐汤,十分钟,1:锅内热油炒香蒜片。2:下番茄翻炒出汁。3:加入开水、豆腐块。4:下裙带菜加盐、煮至三四分钟。5:最后放虾皮、鸡精！入葱花即可。,清淡,煮,汤类,recipe,55,简单,https://i8.meishichina.com/attachment/recipe/2021/11/24/20211124163772568769325910121381.JPG?x-oss-process=style/p800
阿胶姜红糖鸡蛋汤,廿分钟,1:准备阿胶。2:所有食材：敲碎阿胶块、姜红糖、鸡蛋、红枣、枸杞子。3:红枣去核切块。4:锅内放水煮开，倒入阿胶。5:再倒入红枣、枸杞子。6:用勺子把阿胶搅化。7:煮10分钟。8:打入两个鸡蛋。9:煮5分钟。10:最后把姜红糖放入。11:姜红糖煮化后即可关火。12:成品。适合冬季的滋补佳品，益气补血，美容养颜。,甜味,煮,甜品,recipe,56,简单,https://i8.meishichina.com/attachment/recipe/2021/12/11/2021121116392044732859467796837.jpg?x-oss-process=style/p800
香煎鸡排,十分钟,1:奥尔良鸡排备用（已腌好）。2:热锅入少许油，放入鸡排中火煎一分钟翻面。3:翻面再煎一分钟至熟。4:煎至两面金黄即可出锅。5:成品图。6:成品图。,咸香,煎,热菜,recipe,57,普通,https://i8.meishichina.com/attachment/recipe/2021/12/11/20211211163921160722635810885274.JPG?x-oss-process=style/p800
冰煮羊火锅,半小时,1:清洗干净的羊肉切成2厘米的肉块备用。2:往锅中倒入全部提前准备好的冰块。3:把切好的羊肉放在冰块上。4:依次放入洋葱、大葱、姜、香叶。5:加水稍微没过冰块。6:盖上盖子小火焖煮15分钟（耐心等待哟~）。7:时间到后，根据个人口味放入盐、枸杞。8:涮菜之前一定要先喝汤~最后涮自己喜欢的菜就好啦~。,清淡,煮,汤类,recipe,58,普通,https://i8.meishichina.com/attachment/recipe/2021/12/11/20211211163920953003355712863962.png?x-oss-process=style/p800
豆皮炒韭菜,十分钟,1:原料：韭菜和豆皮。韭菜洗净切段，豆皮切宽一点的条。2:锅中倒入油，油热后下入豆皮，翻炒均匀。3:加入生抽翻炒均匀。4:加入韭菜，翻炒。5:加入花椒粉。6:加入盐调味，翻炒均匀，待韭菜八成熟时，关火装盘。7:一道非常简单，好吃的快手菜。,清淡,炒,热菜,recipe,59,简单,https://i8.meishichina.com/attachment/recipe/2021/12/11/2021121116392079921824988473848.jpeg?x-oss-process=style/p800
菌菇紫菜蛋花汤,十分钟,1:白玉菇洗净切段。2:香菇洗净切片。3:紫菜撕碎，姜切丝，蒜拍碎。4:碗中磕入两个鸡蛋。5:加入盐和料酒搅拌均匀。6:热锅下油，放入姜丝和大蒜。7:倒入菌菇。8:放少许盐炒出香味。9:加入适量水煮开。10:放入紫菜碎。11:淋入蛋液。12:加入少许盐。13:几滴香油和葱花即可。14:一道鲜美的菌菇紫菜蛋花汤就做好了～。,咸鲜,煮,汤类,recipe,60,简单,https://i8.meishichina.com/attachment/recipe/2021/12/11/20211211163920740604769012864764.jpg?x-oss-process=style/p800
五花肉炒藕片,十分钟,1:原料：藕，五花肉，葱姜蒜。2:藕去皮洗净切片，五花肉切片，葱姜蒜切片。3:锅中倒入油，下五花肉煸炒。4:煸炒出油时，烹入生抽。5:下葱姜蒜炒香。6:下藕片翻炒。7:炒至八分熟时，加入盐和花椒粉调味，炒匀出锅。8:一盘美味的五花肉炒藕片上桌喽。,咸鲜,炒,热菜,recipe,61,普通,https://i8.meishichina.com/attachment/recipe/2021/12/11/2021121116391993108113288473848.jpeg?x-oss-process=style/p800
红豆桂圆银耳羹,三刻钟,1:银耳浸泡。2:红豆提前泡发，桂圆剥壳。3:银耳和红豆放入高压锅中，盖限压阀上汽烧15分钟关火。4:放入桂圆煮好，加冰糖调味。5:盛岀。,甜味,煮,甜品,recipe,62,普通,https://i8.meishichina.com/attachment/recipe/2021/11/15/2021111516369439927866518451954.jpg?x-oss-process=style/p800
清炒儿菜,半小时,1:儿菜洗净，切丝。2:用盐搓下，去除苦味。3:用清水冲洗，沥干。4:盛油泼辣子的碗再加点油泼辣子。5:锅预热，加少量油，放入蒜片和儿菜炒二分钟。6:加点生抽调味，关火。7:盛入油泼辣子碗中。8:拌匀。,香辣,炒,热菜,recipe,63,普通,https://i8.meishichina.com/attachment/recipe/2021/12/11/20211211163920539896856711138610.jpg?x-oss-process=style/p800
素包子,一小时,1:所有食材。2:香茹，木耳，红萝卜焯水。3:我是先焯水再切碎。4:鸡蛋炒碎，油略大。5:全部切碎。6:调料。7:馅。8:香味出来了。9:今天用的发酵粉。10:这个步骤略了，大家都知道。11:包好后再次醒发。12:上锅，水开12分钟。13:不错。14:味道也不错。,咸鲜,蒸,主食,recipe,64,简单,https://i8.meishichina.com/attachment/recipe/2021/12/11/2021121116392041604026889419600.jpg?x-oss-process=style/p800
小牛巧克力慕斯蛋糕,一小时,1:提前做好可可蛋糕片，切出两片比6寸圆模小一点的圆片。2:吉利丁片冷水泡发。3:准备好白巧克力。4:将材料A中的蛋黄、牛奶、淡奶油混合，搅拌均匀。5:小火加热并不断搅拌至粘稠，刮刀划过锅底不流动即可，倒入白巧中搅匀，再加入泡好的吉利丁片搅拌至溶化。6:将材料B混合，打至六分发。7:将5过筛到6中。8:拌匀。9:取适量倒入小牛硅胶模具中，放冰箱冷冻。10:6寸活底圆模先铺上一片蛋糕片，再倒入适量慕斯糊。11:放冰箱略冻至稍微定型，然后放入另一片蛋糕片，倒入慕斯糊。12:放冰箱冷藏过夜，或至少4个小时。13:少许黑巧隔水溶化，从手机中找到喜欢的字，垫上透明刮板，用巧克力描出字体，冷藏定型。14:圆模慕斯借助吹风机或热毛巾脱模，把字摆上。15:淋面：材料C放入容器中，边隔水加热边搅拌至顺滑。16:盛入裱花袋中，放至40度左右，围着蛋糕挤一圈，摆上水果和脱模的小牛即可。小牛的眼睛我用了糖珠。17:成品图。18:成品图。19:成品图。,甜味,烘焙,烘焙,recipe,65,普通,https://i8.meishichina.com/attachment/recipe/2021/02/01/2021020116121436109741831900992.JPG?x-oss-process=style/p800
瓜子馒头,廿分钟,1:成品图。2:量好食材，量同等份食材，酵母糖温水稀释，面和好，温湿处醒发一倍大。3:白面团下等量剂子25克，黑面团下等量剂子30克。4:黑面团擀圆坯，包白面团，包好。5:做好型。6:白面团擀薄皮，切面条。7:黑面坯中间用筷子抹少许水。8:边缘抹少许水，白面条粘好。9:二次醒发一倍大，大火上锅蒸15分钟，关火焖一分钟。,甜香,蒸,面食,recipe,66,简单,https://i8.meishichina.com/attachment/recipe/2021/11/14/20211114163687903916784010606182.jpg?x-oss-process=style/p800
海裙带蛋花汤,十分钟,1:干海裙带菜取一小撮。2:放清水泡发。3:五分钟左右就泡发了，特别快。清洗几遍，看有无杂质和泥沙，沥干水。4:锅预热，放油，放入生姜片，爆香三十秒。5:下入裙带菜，炒一分钟。6:加入开水，烧开，再煮一分钟。7:鸡蛋打入碗中，搅匀。8:倒入锅中，会筷子搅散鸡蛋，形成蛋花。9:放少许盐和生抽调味，拌匀，关火。,原味,炒,汤类,recipe,67,普通,https://i8.meishichina.com/attachment/recipe/2021/12/10/20211210163909136378618411138610.jpg?x-oss-process=style/p800
碎肉水豆腐,十分钟,1:猪肉切碎，加入蚝油、淀粉，豆瓣酱腌制一会。2:中火炒熟肉沫。3:水豆腐切成块状备用。4:肉沫加入适量的水，水开后加入嫩豆腐片刻即可。5:我突然想到还有金针菇，然后再加入的，结果豆腐被我弄碎了，但不影响口感，大家记得下次先下金针菇，最后再下水豆腐哈。,香辣,炒,羹类,recipe,68,简单,https://i8.meishichina.com/attachment/recipe/2021/12/11/20211211163919908238023211567944.JPG?x-oss-process=style/p800
鸡肉红汤番茄鸳鸯锅,一小时,1:鸡块凉水入锅。2:放入八角、姜片、料酒。3:水开后打掉浮沫。4:十分左右捞出备用。5:油热后放入白糖，烧出糖色。6:放入鸡块。7:倒入老抽，翻炒均匀。8:放入葱姜蒜、干辣椒，倒入料酒。9:翻匀炒香。10:倒入一罐啤酒。11:放入八角、姜片。12:大火炖十分钟。13:随后倒入适量开水。14:依次放入盐、味精、十三香、蚝油、生抽、胡椒粉。15:改中小火炖半个小时。16:最后倒入电火锅中。17:一边放入红油辣椒、姜片、香菇。18:另外一边放入番茄、姜片、香菇。19:美味漂亮，热气腾腾的鸡块红汤番茄鸳鸯火锅就好了，配上喜欢的菜品，和你的家人一起享受生活吧！。,香辣,炒,汤类,recipe,69,简单,https://i8.meishichina.com/attachment/recipe/2021/12/11/2021121116392024286208629910251.jpg?x-oss-process=style/p800
秀珍菇番茄汤,十分钟,1:食材：秀珍菇（已清洗撕开）、番茄（已清洗切开）。2:起锅倒油烧热，下入番茄翻炒翻炒。3:接着，合入秀珍菇翻炒翻炒。4:然后，加适量的清水煮开、煮上2——3分钟。5:最后，加适量的盐。6:调味翻匀即成。,清淡,煮,汤类,recipe,70,简单,https://i8.meishichina.com/attachment/recipe/2021/12/11/202112111639203046013104404188.JPG?x-oss-process=style/p800
