name,食材简介,食用功效,适用人群,禁忌人群,营养价值,类别,图片,label,id
橘子,"橘子为芸香科植物福橘或朱橘等多种橘类的成熟果实。橘子常与柑子一起被统称为柑橘，颜色鲜艳，酸甜可口，是日常生活中最常见的水果之一。
橘子有特殊的构造，外果皮相当坚硬，生时绿色，成熟时有黄、橙、红等色；中果皮乳白或浅黄色；果肉皮成薄膜状，分成八～十数室，每室皆含有多量汁液，为可食用部分。橘子常被称为懒人水果，其不必洗、不需削皮的特性，吃来确实方便，加上外皮金黄色泽，一直是华人眼中讨喜的水果。橘子是柑桔类的代表之一，维他命C含量当然不在话下，只要吃三个橘子，就可以满足一天人体所需的维他命C。橘子的果实内皮纤维很多，可以防止便秘；它的营养成分很高，其含有苹果酸、柠檬酸等多种有机酸，对于身体的新陈代谢、增强心肺功能都有帮助。","1、美容：橘子富含维生素C，具有美容抗衰老的作用。
2、消除疲劳：橘子含有丰富的柠檬酸，具有消除疲劳的作用。
3、预防便秘：橘子内侧薄皮含有膳食纤维及果胶，可以促进通便，并且可以降低胆固醇 。
4、抑制癌细胞：在鲜柑橘汁中，有一种抗癌活性很强的物质“诺米灵”，它能使致癌化学物质分解，抑制和阻断癌细胞的生长，能使人体内除毒酶的活性成倍提高，阻止致癌物对细胞核的损伤，保护基因的完好。
5、减肥：橘子内含的酵素能有效抑制制造脂肪的细胞，再加上含有降低体脂肪的食物纤维、以及容易产生饱足感，所以便有减肥功效。
6、预防心血管疾病：橘皮苷可以加强毛细血管的韧性，降血压，扩张心脏的冠状动脉，故橘子是预防冠心病和动脉硬化的食品，研究证实，食用柑橘可以降低沉积在动脉血管中的胆固醇，有助于使动脉粥样硬化发生逆转。",一般人群均可食用。,肠胃功能欠佳者多吃易发生胃粪石的困扰；风寒咳嗽、痰饮咳嗽者不宜食用。,"1. 橘子富含维生素C与柠檬酸，前者具有美容作用，后者则具有消除疲劳的作用；
2. 橘子内侧薄皮含有膳食纤维及果胶，可以促进通便，并且可以降低胆固醇；
3. 橘皮苷可以加强毛细血管的韧性，降血压，扩张心脏的冠状动脉，故橘子是预防冠心病和动脉硬化的食品，研究证实，食用柑橘可以降低沉积在动脉血管中的胆固醇，有助于使动脉粥样硬化发生逆转；
4. 在鲜柑橘汁中，有一种抗癌活性很强的物质“诺米灵”，它能使致癌化学物质分解，抑制和阻断癌细胞的生长，能使人体内除毒酶的活性成倍提高，阻止致癌物对细胞核的损伤，保护基因的完好。
",果品,https://image.tech-food.com/images/kndata/bpic/201410/20141024155552895289.jpg,material,228
沙拉酱,"沙拉酱，起源于位于地中海的米诺卡岛，使用大量鸡蛋和油制作成，这种酱汁在饮食中占有一席之地由来已久。沙拉酱的消耗量持续增加，而且在近期内更为显著，特别是在年轻人之中，很多爱好者忍不住他们所有的食物中添加沙拉酱，包括那些已经调理好的菜肴。他们被称为“mayora”。这是一个新造的词句，结合了沙拉酱的前面几个字母，以及英语字尾-er或-or,如同驾驶人(driver)或参观者(visitor)这两个单字一样。","1、降低胆固醇，促进血液循环，预防心脑血管疾病。
2、改善消化系统功能，预防胆结石，对胃炎和十二指肠溃疡也有一定疗效。
3、美容：橄榄油所含的维生素E等抗氧化物质能保护和调理皮肤表层，在防止皮肤损伤和抗衰老方面效果显著。
4、调节内分泌：橄榄油能改善人体新陈代谢，是预防和控制糖尿病的最佳选择。最新研究证明，正常人吸收橄榄油后，血糖水平下降20%。
5、促进骨骼机能：橄榄油能刺激骨骼生长，增强骨骼对矿物质与钙的吸收，在骨骼生长发育和预防骨质疏松方面扮演重要角色。
6、抗衰老：橄榄油是天然抗氧化剂，已被证明能减慢大脑萎缩，并在试验中发现有延长寿命的效果。",一般人群均可食用。,肥胖的人以及高血糖、高血脂的人慎食。,"沙拉酱不同于其他脂肪性食物,用沙拉酱拌水果或者一些蔬菜和肉类吃,还可以降低胆固醇,促进血液循环,预防心脑血管等疾病。
食用沙拉酱能健胃消食,改善消化系统功能,对胃炎和十二指肠溃疡很有帮助,而且还能预防胆结石。
沙拉酱的营养物质比较好,而且其中所含的维生素E等抗氧化物质能保护和调理皮肤表层,在防止皮肤损伤和抗衰老方面很有帮助,所以常吃沙拉酱也可以起到美容的效果。
沙拉酱中的橄榄油能刺激骨骼生长,增强骨骼对矿物质与钙的吸收,所以对骨骼生长发育很有好处,可以起到预防骨质疏的效果。",调味品,https://i3.meishichina.com/attachment/201512/23/14508591622253.jpg,material,229
青萝卜,萝卜的品种十分繁多，可按形状、色泽、种植季节不同等来进行分类，也可按用途分为生食、熟食和加工品种。青萝卜属生食绿色品种，细长圆筒形，皮翠绿色，尾端玉白色。整个萝卜上部甘甜少辣味，至尾部辣味渐增，是地方优良品种，极耐贮藏。除生食外，还可做汤，干腌、盐渍和制做泡菜等。青萝卜还具有药用价值，有消积、祛谈、利尿、止泻等效用，被人们所喜爱。,"1、增强机体免疫功能：萝卜含丰富的维生素C和微量元素锌，有助于增强机体的免疫功能，提高抗病能力。
2、帮助消化：萝卜中的芥子油能促进胃肠蠕动，增加食欲，帮助消化。
3、帮助营养物质的吸收：萝卜中的淀粉酶能分解食物中的淀粉、脂肪、使之得到充分的吸收。
4、防癌抗癌：萝卜含有木质素，能提高巨噬细胞的活力，吞噬癌细胞。",一般人群均可食用。,脾虚泄泻者慎食或少食；胃溃疡、十二指肠溃疡、慢性胃炎、单纯甲状腺肿、先兆流产、子宫脱垂等患者忌吃。,"萝卜所含热量较少，纤维素较多，吃后易产生饱胀感，这些都有助于减肥。萝卜能诱导人体自身产生干扰素，增加机体免疫力，并能抑制癌细胞的生长，对防癌、抗癌有重要作用。萝卜中的芥子油和精纤维可促进胃肠蠕动，有助于体内废物的排出。常吃萝卜可降低血脂、软化血管、稳定血压，预防冠心病、动脉硬化、胆石症等疾病。
",蔬菜,https://i3.meishichina.com/attachment/201512/15/14501679196356.jpg,material,230
荆芥,,,,,,,,material,231
麻油,麻油也叫芝麻油，俗称香油，是以芝麻为原料加工制取的食用植物油，属半干性油，是消费者喜爱的调味品。,"1、延缓衰老：纯麻油含丰富的维生素E，具有促进细胞分裂和延缓衰老的功能。
2、保护血管：纯麻油含有非常丰富的亚油酸、棕榈酸等不饱和脂肪酸，容易被人体分解吸收和利用，以促进胆固醇的代谢，并有助于消除动脉血管壁上的沉积物。
3、润肠通便：习惯性便秘患者，早晚空腹喝一口纯麻油，能润肠通便。
4、减轻烟酒毒害：有抽烟习惯和嗜酒的人经常喝点纯麻油，可以减轻烟对牙齿、牙龈、口腔黏膜的直接刺激和损伤，以及肺部烟斑的形成，同时对尼古丁的吸收也有相对的抑制作用。饮酒之前喝点纯麻油，则对口腔、食道、胃贲门和胃黏膜起到一定的保护作用。
5、保护嗓子：常喝纯麻油能增强声带弹性，使声门张合灵活有力，对声音嘶哑、慢性咽喉炎有良好的恢复作用。
6、治疗鼻炎：慢性鼻炎患者，用消毒棉球蘸取香油涂于鼻腔患处，有很好的效果。",一般人群均可食用。,患有菌痢、急性胃肠炎、腹泻等病症者忌多食。,麻油中主要成分为不饱和脂肪酸，占85%～90%，油酸和亚油酸基本上各占50%，其特点是稳定性强，而且易保存，这是因为麻油中含有一种天然抗氧化剂——芝麻酸的缘故。麻油中还含有蛋白质、芝麻素、维生素E、卵磷脂、蔗糖、钙、磷、铁等矿物质，是一种营养极为丰富的食用油。,调味品,https://i3.meishichina.com/attachment/201512/28/14512881874455.jpg,material,232
全脂奶粉,全脂奶粉用纯乳生产的，基本保持了乳中的原有营养成分，蛋白质不低于24%，脂肪不低于26%，乳糖不低于37%。生产1千克全脂奶粉约需8－9千克牛奶，食用时每份奶粉需8倍的温开水冲调。全脂的脂肪比低脂和脱脂高。,全脂奶粉含有牛奶中的优质蛋白质、脂肪、多种维生素以及钙、磷、铁等矿物质，是适合天天饮用的营养佳品，可防止皮肤干燥及暗沉，使皮肤白皙，有光泽；也可补充丰富的钙质。,一般人群均可食用。更适宜缺钙的人群、少儿、易怒、失眠以及工作压力大等人群。,胃功能较弱的人不宜大量饮用；肾病患者不宜过多饮用。肥胖、三高中老年人群最好不要喝。,"全脂奶粉的营养成分每百克含量为蛋白质25.5%，脂肪26.5%，碳水化合物37.3%，每百克含钙979毫克，磷685毫克，铁1.9毫克，核黄素0.8毫克，尼克酸0.6毫克。脱脂奶粉的营养成分含量为蛋白质36%，脂肪1%，碳水化合物52%，每百克含钙1300毫克，磷1030毫克，铁0.6毫克，维生素A(国际单位)40，硫胺素0.35毫克，核黄素1.96毫克，尼克酸1.1毫克，抗坏血酸微量。
全脂奶粉中的矿物质少，但由于脂肪多，发热量比脱脂奶粉高。
",米面豆乳,,material,233
奥利奥饼干,,,,,,,,material,234
乌鸡,又名乌骨鸡、药鸡、武山鸡、羊毛鸡、绒毛鸡、松毛鸡、黑脚鸡、丛冠鸡、穿裤鸡、竹丝鸡。乌骨鸡为雉科动物，因皮、肉、骨嘴均为黑色，故而得名，但人工饲养的乌骨鸡有毛白骨乌，也有斑毛乌骨及向白骨乌几中。乌骨鸡含有丰富的蛋白质，其蛋白质含量比鸭肉、鹅肉多；乌骨鸡还含有丰富的黑色素，入药后能起到使人体内的红血球和血色素增生的作用。因此，乌鸡自古以来，一直被认为是滋补上品。,"1、延缓衰老：食用乌鸡可以提高生理机能、延缓衰老、强筋健骨。对防治骨质疏松、佝偻病、妇女缺铁性贫血症等有明显功效。
2、养血益肾：乌骨鸡有补虚劳羸弱，制消渴，益产妇，治妇人崩中带下及一些虚损诸病的功用。著名的乌鸡白凤丸，是滋养肝肾、养血益精、健脾固冲的良药。",一般人群均可食用。尤适宜体虚血亏、肝肾不足、脾胃不健的人。,无不适宜人群。,"现代医学研究，乌鸡内含丰富的黑色素，蛋白质，B族维生素等18种氨基酸和18种微量元素，其中烟酸、维生素E、磷、铁、钾、钠的含量均高于普通鸡肉，胆固醇和脂肪含量却很低，乌鸡的血清总蛋白和球蛋白质含量均明显高于普通鸡，乌鸡肉中含氨基酸高于普通鸡，而且含铁元素也比普通鸡高很多，是营养价值极高的滋补品。
",肉禽类,https://i3.meishichina.com/attachment/201512/1/14489521455908.jpg,material,235
冬虫夏草,冬虫夏草别名虫草、冬虫草、中华虫草，冬虫夏草功效众多，它是由肉座菌目蛇形虫草科蛇形虫草属的冬虫夏草菌寄生于高山草甸土中的蝠蛾幼虫，使幼虫身躯僵化，并在适宜条件下，夏季由僵虫头端抽生出长棒状的子座而形成，即冬虫夏草菌的子实体与僵虫菌核（幼虫尸体）构成的复合体。主要活性成分是虫草素，冬虫夏草功效主要有调节免疫系统功能、抗肿瘤、抗疲劳、补肺益肾，止血化痰，秘精益气、美白祛黑等多种功效。食用方法有打粉、泡酒、泡水等。冬虫夏草主要产于中国大陆青海、西藏、四川、云南、甘肃五省的高寒地带和雪山草原。,"1、补肾益精：有兴阳起痿之功。用治肾阳不足，精血亏虚之阳痿遗精、腰膝酸痛。
2、平补肺肾：功能补肾益肺、止血化痰、止咳平喘，尤为劳嗽痰血多用。", 适宜慢性支气管病人、肺气肿患者、肺结核患者、支气管哮喘者、盗汗者、阳痿遗精者。,有表邪者慎服。,冬虫夏草含有虫草酸7%，蛋白质25%，脂肪8%，其中82%为人体不能合成而又必需的不饱和脂肪酸，碳水化合物29%，游离氨基酸12种，水解液氨基酸18种，虫草菌素、半乳甘露聚糖、麦角脂醇、六碳糖醇、生物碱、尿嘧啶、腺嘌呤、维生素B1、B2、多糖及矿物质等。还有幼儿生长发育所必需的组氨酸。,药食及其他,https://i3.meishichina.com/attachment/201512/1/14489593747347.jpg,material,236
胡椒粒,,,,,,,,material,237
当归,当归，多年生草本植物，在中国分布于甘肃、云南、四川、青海、陕西、湖南、湖北、贵州等地，各地均有栽培。当归的根可入药，是最常用的中药之一。,"1、补血：能显著促进机体造血功能，升高红细胞、白细胞和血红蛋白含量。
2、调血脂：抑制血小板凝聚，抗血栓，调节血脂。
3、降血压：抗心肌缺血、心律失常，扩张血管，降低血压。
4、增强免疫力：增强免疫、抗炎、保肝、抗辐射、抗氧化和清除自由基等。另外，还能调节子宫平滑肌。",适宜妇女月经不调，痛经闭经，崩漏，或产后出血过多，恶露不下，腹胀疼痛者；血虚体弱，气血不足，头痛头晕者；老年肠燥便秘者。,热盛出血者禁服，湿盛中满及大便溏泄者、孕妇慎服。,当归主要含蔗糖、多种氨基酸、挥发油以及正丁烯、内酯、烟酸、阿魏酸和半萜类化合物，还含有维生素A、维生素E、挥发油、精氨酸及多种矿物质。,药食及其他,https://i3.meishichina.com/attachment/201512/15/1450153063156.jpg,material,238
白芷,白芷，多年生高大草本，高1-2.5米，根圆柱形，茎基部径2-5厘米，基生叶一回羽状分裂，复伞形花序顶生或侧生，果实长圆形至卵圆形。以根入药，有祛病除湿、排脓生肌、活血止痛等功能。主治风寒感冒、头痛、鼻炎、牙痛。赤白带下、痛疖肿毒等症，亦可作香料。北方的一些省区有栽培，多自产自销，少数调省外。一般生于林下、林缘、溪旁、灌丛和山谷草地。,"1、功能主治祛风，燥湿，消肿，止痛。
2、治头痛，眉棱骨痛，齿痛，鼻渊，寒湿腹痛，肠风痔漏，赤白带下，痈疽疮疡，皮肤燥痒，疥癣。",一般人群均可食用。,阴虚血热者忌服。,"白芷的根含有当归素(Byak-angelicin)、白当归素(Byak-angelicol)、氧化前胡素(Oxypencedanin)、珊瑚菜素(Phellopterin)及一种类当归酸(Angelicacid)的有机酸。此外亦含有白芷毒素(Angelicotoxin)。
每100克白芷含热量324千卡,硫胺素0.35毫克,钙3毫克,蛋白质8.9克,核黄素0.54毫克,镁19毫克,脂肪1.5克,烟酸1毫克,铁4.4毫克,碳水化合物68.8克,维生素C1毫克,锰0.73毫克,膳食纤维,5.3克,维生素E1.93毫克,锌0.8毫克,铜0.63毫克,胡罗卜素3.6微克,钾100毫克,磷118毫克,视黄醇11.9微克,钠27.4毫克,硒3.4微克。",药食及其他,https://i3.meishichina.com/attachment/201512/29/14513828959836.jpg,material,239
